"pearson_surv","pearson_surv_pval","spearman_surv","spearman_surv_pval","kendall_surv","kendall_surv_pval","r2_surv","pearson_len","pearson_len_pval","spearman_len","spearman_len_pval","kendall_len","kendall_len_pval","r2_len","method","biotic","bag_site","event","signif_surv","signif_len"
-0.441957930859963,0.0305942662942386,-0.417698515306723,0.0422569231792971,-0.303343836795527,0.0452304784192146,0.19532681265002,-0.625644948307645,0.00107657683733636,-0.690910122802945,0.000185591794339102,-0.508100926632507,0.000795961424972523,0.391431601342876,"gf_af","b","Lewisetta",3,TRUE,TRUE
-0.465585852349768,0.0218589539928045,-0.47286624374346,0.019617884786431,-0.341261816394968,0.0242706403770022,0.21677018590826,-0.510864165862523,0.0107397900456156,-0.746077851239682,2.84421500987164e-05,-0.530851714392172,0.000457666245242978,0.260982195962412,"gf_af","b","Lewisetta",4,TRUE,TRUE
0.0129423405215865,0.952138279130322,0.309990093120713,0.140438214768357,0.28817664495575,0.0571215639940019,0.000167504178176701,0.174334111768698,0.415224853643251,0.244314225934121,0.249922981305448,0.159255514317652,0.29311395567331,0.0303923825261808,"gf_af","b","YorkRiver",1,FALSE,FALSE
0.000883837480639029,0.99672968778627,0.233806087184266,0.271509109638674,0.227507877596645,0.13312848419606,7.81168692182523e-07,0.0600483015556113,0.78045770891672,0.102454352811083,0.63380063135401,0.0834195551187698,0.581847029291278,0.00360579851971364,"gf_af","b","YorkRiver",2,FALSE,FALSE
-0.405047571705153,0.0495910153337504,-0.15762208124782,0.461984874704035,-0.091003151038658,0.548005572361309,0.164063535344241,-0.507422365840008,0.0113734940751537,-0.399309272494478,0.0532283640684802,-0.318511028635303,0.0354981313206625,0.257477457354672,"gf_af","b","YorkRiver",3,FALSE,FALSE
-0.337017448081284,0.125090376398417,-0.149605910724477,0.50636458848507,-0.0770019465219051,0.628382195637517,0.113580760311221,-0.403638576902459,0.0624783176281346,-0.354389666849235,0.105613006456922,-0.249123944629693,0.117372240762198,0.162924100763843,"gf_af","b","YorkRiver",4,FALSE,FALSE
-0.185916794568052,0.384409793781761,-0.0893191793737647,0.678109058985913,-0.0530851714392172,0.726009770673111,0.0345650545024592,-0.229937054089299,0.279746947222368,0.031524416249564,0.883740672404498,0,1,0.0528710488432653,"gf_geno","b","Lewisetta",1,FALSE,FALSE
-0.13648176722655,0.524832162436562,-0.00525406937492734,0.980561006526135,-0.0379179795994408,0.802345236467723,0.0186272727852821,-0.268961373887233,0.203774886594053,-0.183892428122457,0.389699417309092,-0.136504726557987,0.367520738242143,0.0723402206433082,"gf_geno","b","Lewisetta",2,FALSE,FALSE
-0.181032640912845,0.397241669059022,-0.0446595896868824,0.835846060568692,-0.0606687673591053,0.68878759166932,0.0327728170758791,-0.343758216169998,0.100025620669517,-0.309990093120713,0.140438214768357,-0.265425857196086,0.079740865817891,0.118169711184379,"gf_geno","b","Lewisetta",3,FALSE,FALSE
-0.192710601482738,0.366958888658538,-0.0683029018740554,0.751150957709325,-0.0682523632789935,0.652304137211763,0.0371373759238386,-0.24062085774581,0.257378951588227,-0.417698515306723,0.0422569231792971,-0.379179795994408,0.0123100015412109,0.0578983971823293,"gf_geno","b","Lewisetta",4,FALSE,TRUE
0.169269872566746,0.429111966030532,0.133978769060647,0.532532705463244,0.0985867469585462,0.515166544558988,0.0286522897587625,-0.281357086631016,0.182901722322398,-0.412444445931796,0.0451915888795381,-0.257842261276198,0.0887311900372926,0.0791618101974928,"gf_geno","b","YorkRiver",1,FALSE,TRUE
0.117621036354089,0.584125814568535,-0.00262703468746367,0.990279832491118,0.0227507877596645,0.880616409651966,0.01383470819301,-0.195595992018353,0.35968868181618,-0.438714792806433,0.0319845686295564,-0.242675069436421,0.109154778516566,0.0382577920936433,"gf_geno","b","YorkRiver",2,FALSE,TRUE
