"method","biotic","sel","bag_site","event","pearson_surv","pearson_surv_pval","spearman_surv","spearman_surv_pval","kendall_surv","kendall_surv_pval","r2_surv","r2_surv_rank","pearson_len","pearson_len_pval","spearman_len","spearman_len_pval","kendall_len","kendall_len_pval","r2_len","r2_len_rank","signif_surv","signif_len","p_adj_surv","p_adj_len","signif_surv_adj","signif_len_adj"
"env_dist","b","sel","YorkRiver",4,-0.135791942964204,0.546812062847515,-0.149605910724477,0.50636458848507,-0.0770019465219051,0.628382195637517,0.0184394517739937,0.00328294443866182,-0.301167123289205,0.173193269680793,-0.354389666849235,0.105613006456922,-0.249123944629693,0.117372240762198,0.0907016361502956,0.158940650733532,FALSE,FALSE,0.731208373105474,0.227155403031371,FALSE,FALSE
"lea","nb","sel","Lewisetta",1,-0.303275851219632,0.149693685992069,-0.168130219997675,0.432271320487212,-0.121337534718211,0.423130558109633,0.0919762419329923,0.0394217154780536,-0.21075624388266,0.322891015384243,-0.047286624374346,0.826329222288496,-0.0682523632789935,0.652304137211763,0.0444181943355273,0.00423472474289173,FALSE,FALSE,0.588703385196012,0.707584148839878,FALSE,FALSE
"lea","nb","sel","Lewisetta",2,-0.315923713528784,0.13260579987111,-0.152368011872893,0.47722897505791,-0.106170342878434,0.483380001354093,0.0998077927698172,0.00901706535509355,-0.430819955726823,0.0355798850369246,-0.320498231870568,0.126785822902784,-0.235091473516533,0.120676307860416,0.185605834252462,0.0457177426324432,FALSE,FALSE,0.631353471156366,0.227155403031371,FALSE,FALSE
"lea","nb","sel","Lewisetta",3,-0.453873735471636,0.025894746815576,-0.210162774997093,0.32428694204789,-0.128921130638099,0.394733526234106,0.206001367750977,0.0299490865528602,-0.530842697516859,0.00761034321003296,-0.478120313118388,0.0181194023992091,-0.333678220475079,0.0276120096503322,0.281793969506976,0.3358772557437,FALSE,TRUE,0.588703385196012,0.0706867447048505,FALSE,FALSE
"lea","nb","sel","Lewisetta",4,-0.483889527209553,0.016582659404544,-0.254822364683976,0.229483786644935,-0.136504726557987,0.367520738242143,0.234149074543085,0.0587002096436059,-0.436658195978569,0.0328919719244488,-0.638369429053671,0.000788478034683301,-0.462599351113178,0.00225947858886886,0.190670380115258,0.488400488400489,FALSE,TRUE,0.588703385196012,0.0185288526511588,FALSE,TRUE
"lea","nb","sel","YorkRiver",1,-0.153254307236193,0.474639687839923,0.10770842218601,0.61640325682933,0.0834195551187698,0.581847029291278,0.0234868826864453,7.94975753239532e-05,0.00762312526094382,0.971798846797627,-0.0131351734373183,0.951425982837668,-0.0151671918397763,0.920244901471896,5.8112038744041e-05,0.00136054421768707,FALSE,FALSE,0.689596479160034,0.934851963400021,FALSE,FALSE
"lea","nb","sel","YorkRiver",2,-0.187587883523186,0.380074222533898,0.0183892428122457,0.932033890940699,0.0227507877596645,0.880616409651966,0.0351892140447082,0.00394811054709531,-0.094395569960228,0.660852081956465,-0.118216560935865,0.582210210342314,-0.121337534718211,0.423130558109633,0.00891052362811633,0.0191674153938305,FALSE,FALSE,0.880616409651966,0.520776071519549,FALSE,FALSE
"lea","nb","sel","YorkRiver",3,-0.494358132929349,0.014066058942771,-0.307363058433249,0.144009480991668,-0.295760240875639,0.0508857412163913,0.244389963593392,0.140534262485482,-0.518698037931356,0.0094055433947571,-0.564812457804689,0.00403293756414963,-0.432264967433626,0.00432311122553148,0.269047654553839,0.536875725900116,FALSE,TRUE,0.537164702909407,0.0212830091103088,FALSE,TRUE
"lea","nb","sel","YorkRiver",4,-0.400633693410281,0.0646430089491497,-0.251997788786856,0.257904351842884,-0.231005839565715,0.146497287558392,0.160507356295563,0.0169195229742155,-0.478615049835707,0.0242367092036874,-0.588753298858681,0.00394342519840812,-0.439364047801458,0.00575054088111214,0.229072365929237,0.430512809522158,FALSE,TRUE,0.537164702909407,0.0230021635244486,FALSE,TRUE
"gf_geno","nb","sel","Lewisetta",1,-0.13145388898387,0.540354031799088,-0.0893191793737647,0.678109058985913,-0.0530851714392172,0.726009770673111,0.0172801249289835,0.0167672702883971,-0.115497702795751,0.590977963687518,0.031524416249564,0.883740672404498,0,1,0.0133397193510956,0.00216057384841415,FALSE,FALSE,0.774410422051318,1,FALSE,FALSE
"gf_geno","nb","sel","Lewisetta",2,-0.0927054455358365,0.666579518673165,-0.00525406937492734,0.980561006526135,-0.0379179795994408,0.802345236467723,0.00859429963199794,0.00067069081153588,-0.222917610725287,0.295091331511942,-0.183892428122457,0.389699417309092,-0.136504726557987,0.367520738242143,0.0496922611714703,0.0104571774263245,FALSE,FALSE,0.841804838261218,0.470426544949943,FALSE,FALSE
"gf_geno","nb","sel","Lewisetta",3,-0.148442804049679,0.488782215170748,-0.0446595896868824,0.835846060568692,-0.0606687673591053,0.68878759166932,0.0220352660741313,0.00119796346211441,-0.299881141606001,0.154534338527391,-0.309990093120713,0.140438214768357,-0.265425857196086,0.079740865817891,0.0899286990909184,0.120915812067732,FALSE,FALSE,0.760041480462698,0.164626303624033,FALSE,FALSE
"gf_geno","nb","sel","Lewisetta",4,-0.159734248240252,0.455928745516261,-0.0683029018740554,0.751150957709325,-0.0682523632789935,0.652304137211763,0.0255150300608786,0.00748727163821503,-0.185906079413829,0.38443768422831,-0.417698515306723,0.0422569231792971,-0.379179795994408,0.0123100015412109,0.0345610703630209,0.256715506715507,FALSE,TRUE,0.745490442527729,0.0375161951732143,FALSE,TRUE
"gf_geno","nb","sel","YorkRiver",1,0.166867224628419,0.435787189059024,0.291600850308467,0.166802778555693,0.182006302077316,0.22955621387892,0.0278446706551912,0.240480165354957,-0.230874204797231,0.277737256208657,-0.391428168432087,0.0585575778553214,-0.204757089836981,0.176474290774069,0.0533028984407535,0.15,FALSE,FALSE,0.588703385196012,0.28235886523851,FALSE,FALSE
"gf_geno","nb","sel","YorkRiver",2,0.117068035481285,0.585907072869271,0.178638358747529,0.403618672886538,0.121337534718211,0.423130558109633,0.0137049249314475,0.340423817581178,-0.176653148967706,0.408949073212733,-0.309990093120713,0.140438214768357,-0.174422706157428,0.249551183213353,0.0312063350402065,0.306678646301288,FALSE,FALSE,0.588703385196012,0.371425016875688,FALSE,FALSE
"gf_geno","nb","sel","YorkRiver",3,-0.244416658738153,0.249718216871301,-0.210162774997093,0.32428694204789,-0.151671918397763,0.316704823946919,0.0597395030687227,0.397502903600465,-0.672285584780612,0.000320085428807999,-0.662012741240845,0.000425542042325784,-0.500517330712619,0.000952707078402692,0.45196790750381,0.488095238095238,FALSE,TRUE,0.588703385196012,0.0152433132544431,FALSE,TRUE
"gf_geno","nb","sel","YorkRiver",4,-0.262687307806243,0.23757275148198,-0.229244038106327,0.304781176227632,-0.149474366777816,0.347453842604331,0.0690046216824918,0.37404864406844,-0.506983053953243,0.0160347484300642,-0.645637675560003,0.00117324962576107,-0.484659310461402,0.00231610658139485,0.257031816995757,0.223686811455122,FALSE,TRUE,0.588703385196012,0.0185288526511588,FALSE,TRUE
"rda","nb","sel","Lewisetta",1,-0.273077369764907,0.19667294228569,-0.141859873123038,0.508467813841803,-0.128921130638099,0.394733526234106,0.0745712498777195,0.0394217154780536,-0.184112763752008,0.389121697879488,-0.126097664998256,0.557120652432312,-0.106170342878434,0.483380001354093,0.0338975097764026,0.0381125226860254,FALSE,FALSE,0.588703385196012,0.572894816419666,FALSE,FALSE
"rda","nb","sel","Lewisetta",2,-0.218284429300489,0.305500887572108,-0.0262703468746367,0.903019284199732,-0.0227507877596645,0.880616409651966,0.0476480920750402,7.45212012817662e-05,-0.376694771973662,0.0696147250886398,-0.278465676871149,0.187633101907925,-0.212340685756869,0.160988931812515,0.141898951232289,0.0194451646357273,FALSE,FALSE,0.880616409651966,0.28235886523851,FALSE,FALSE
"rda","nb","sel","Lewisetta",3,-0.337285828629168,0.107008721118224,-0.10770842218601,0.61640325682933,-0.0606687673591053,0.68878759166932,0.113761730194065,0.0191674153938305,-0.268191008807282,0.205123138696705,-0.231179052496803,0.277085495255525,-0.144088322477875,0.341508070282769,0.0719264172050676,0.0579537324111614,FALSE,FALSE,0.760041480462698,0.465032265916962,FALSE,FALSE
"rda","nb","sel","Lewisetta",4,-0.327523863111115,0.118210755619091,-0.115589526248401,0.590680933005546,-0.0530851714392172,0.726009770673111,0.107271880907228,0.0146750524109015,-0.171046283157719,0.424212375351411,-0.344141544057741,0.0996229135062935,-0.242675069436421,0.109154778516566,0.0292568309820707,0.134615384615385,FALSE,FALSE,0.774410422051318,0.218309557033131,FALSE,FALSE
"rda","nb","sel","YorkRiver",1,0.0786684603030046,0.714821469803454,0.23643312187173,0.266004717961956,0.151671918397763,0.316704823946919,0.00618872664644542,0.0763971698863184,-0.192265776456307,0.368087220431796,-0.0367784856244914,0.864525879105531,-0.0530851714392172,0.726009770673111,0.0369661287963465,0.000340136054421772,FALSE,FALSE,0.588703385196012,0.774410422051318,FALSE,FALSE
"rda","nb","sel","YorkRiver",2,-0.0129777316086722,0.952007547004989,0.160249115935284,0.454458810485496,0.091003151038658,0.548005572361309,0.000168421517706731,0.0677624687776971,-0.17694515629305,0.408162583179176,-0.149740977185429,0.484945810549895,-0.159255514317652,0.29311395567331,0.0313095883355717,0.0299490865528602,FALSE,FALSE,0.674468396752381,0.407810720936779,FALSE,FALSE
"rda","nb","sel","YorkRiver",3,-0.365978008585302,0.0786096051399042,-0.307363058433249,0.144009480991668,-0.212340685756869,0.160988931812515,0.133939902768063,0.227642276422764,-0.636230841494453,0.000831643199859084,-0.559558388429761,0.00446849817594389,-0.409514179673961,0.00686379498544903,0.40478968366874,0.51219512195122,FALSE,TRUE,0.537164702909407,0.0244046043927077,FALSE,TRUE
"rda","nb","sel","YorkRiver",4,-0.405886075909839,0.0608957156544655,-0.356665041917288,0.10323671810714,-0.258182997161682,0.104623423288806,0.164743506617488,0.106695788021387,-0.291014178094131,0.188861121524824,-0.289541477409728,0.191211230245245,-0.19476962943776,0.220858540896306,0.0846892518518026,0.176469067012273,FALSE,FALSE,0.537164702909407,0.344754795545453,FALSE,FALSE
"env_dist","nb","sel","Lewisetta",1,-0.107896750844967,0.615783291100054,-0.144486907810502,0.500565893021111,-0.121337534718211,0.423130558109633,0.0116417088429009,0.0328638497652582,-0.0723488924669341,0.736904560494597,-0.031524416249564,0.883740672404498,-0.0682523632789935,0.652304137211763,0.00523436224119198,0.0104571774263245,FALSE,FALSE,0.588703385196012,0.707584148839878,FALSE,FALSE
"env_dist","nb","sel","Lewisetta",2,-0.0883956846614975,0.681265703287884,-0.070929936561519,0.74189156648298,-0.106170342878434,0.483380001354093,0.00781379706677487,0.000670690811535886,-0.246457520807279,0.245661223246938,-0.278465676871149,0.187633101907925,-0.204757089836981,0.176474290774069,0.0607413095624702,0.0457177426324432,FALSE,FALSE,0.631353471156366,0.28235886523851,FALSE,FALSE
"env_dist","nb","sel","Lewisetta",3,-0.195971354796843,0.358749122564137,-0.120843595623329,0.57379267840785,-0.128921130638099,0.394733526234106,0.03840477190091,0.0146750524109015,-0.377766106705907,0.0687606737449075,-0.417698515306723,0.0422569231792971,-0.333678220475079,0.0276120096503322,0.142707231375739,0.223308689084983,FALSE,TRUE,0.588703385196012,0.0706867447048505,FALSE,FALSE
"env_dist","nb","sel","Lewisetta",4,-0.235181464065092,0.268618323288511,-0.165503185310211,0.439601496767015,-0.136504726557987,0.367520738242143,0.0553103210398002,0.0362383947289608,-0.314013464005968,0.135092183398874,-0.559558388429761,0.00446849817594389,-0.447432159273402,0.00313994745503096,0.0986044555770277,0.395604395604396,FALSE,TRUE,0.588703385196012,0.0200956637121982,FALSE,TRUE
"env_dist","nb","sel","YorkRiver",1,0.205081795094531,0.336387273835567,0.228552017809339,0.282733898016142,0.219924281676757,0.146552800110555,0.0420585426791951,0.0178869544478893,0.100859562188006,0.639119346761043,0.102454352811083,0.63380063135401,0.091003151038658,0.548005572361309,0.0101726512847563,0.0275510204081632,FALSE,FALSE,0.537164702909407,0.637679211474978,FALSE,FALSE
"env_dist","nb","sel","YorkRiver",2,0.175882278577972,0.411029353503804,0.131351734373183,0.540671596799539,0.159255514317652,0.29311395567331,0.0309345759177794,0.0290871001530899,0.109571499097776,0.610281379722369,-0.0210162774997094,0.922351223730367,0.0151671918397763,0.920244901471896,0.012005913414534,0.00748727163821507,FALSE,FALSE,0.588703385196012,0.934851963400021,FALSE,FALSE
"env_dist","nb","sel","YorkRiver",3,-0.215631141978201,0.311562788177353,-0.204908705622166,0.336804180817266,-0.159255514317652,0.29311395567331,0.0464967893908229,0.0940766550522648,-0.501488034083182,0.0125384232328642,-0.467612174368533,0.0212153984366233,-0.386763391914297,0.0106740181183137,0.251490248328615,0.397502903600464,FALSE,TRUE,0.588703385196012,0.0359545873458989,FALSE,TRUE
"env_dist","nb","sel","YorkRiver",4,-0.192263649886097,0.391336847590534,-0.189424974415402,0.398500376264968,-0.131356261713838,0.408999321706926,0.0369653110675236,0.00699719543079393,-0.414884817538063,0.0548640733452238,-0.470433795319932,0.0271393398246802,-0.303478259821626,0.05644942712165,0.172129411823592,0.276017682346475,FALSE,FALSE,0.588703385196012,0.124578046061572,FALSE,FALSE
