"","salinity_quantile_10","salinity_quantile_90","temp_quantile_10","temp_quantile_90","Dermo_Prevalence","Pea_crab","MSX_Prevalence","salinity_quantile_10_scaled","salinity_quantile_90_scaled","temp_quantile_10_scaled","temp_quantile_90_scaled","Dermo_Prevalence_scaled","Pea_crab_scaled","MSX_Prevalence_scaled","lew_sal_quant10_scaled","lew_sal_quant90_scaled","lew_temp_quant10_scaled","lew_temp_quant90_scaled","lew_Dermo_Prevalence_scaled","lew_MSX_Prevalence_scaled","yrk_sal_quant10_scaled","yrk_sal_quant90_scaled","yrk_temp_quant10_scaled","yrk_temp_quant90_scaled","yrk_Dermo_Prevalence_scaled","yrk_MSX_Prevalence_scaled"
"GalBay_TX_2022-6-2",1,17,12.2,30,0.538461538,0,0,-1.29107081240794,-1.18056263663663,0.655566485071134,0.664388928419212,-0.596864783436757,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"GriceCove_SC_2022-8-10",22,29,12,29.4,1,0,0,0.895600153744232,0.40811664939764,0.599218186955723,0.47802886709482,1.04795399260685,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"HC_DB_NJ_2022-9-23",1.309,10.013,8.136,26.748,0.384615385,0,0.0667,-1.25889551104884,-2.10557115093008,-0.489430932634023,-0.345682603958992,-1.14513770522085,-0.348518023882863,-0.113790215110681,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"IL_ApBay_FL_2023-10-3",9.7,31.6,13.9,30.3,1,0,0,-0.385164269287754,0.752330494705065,1.13452701905213,0.757568959081408,1.04795399260685,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"LakeFortuna_LA_2022-5-11",1.7,18,12.6,30.3,0.25,0,0,-1.21818178020287,-1.04817269613377,0.768263081301956,0.757568959081408,-1.62487651579118,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"LCP_UP_MD_2022-10-20",2.785,12.07,4.7,27,0.642857143,0,0.0625,-1.105203780285,-1.83324504331571,-1.45749469425679,-0.267411378202748,-0.224822439454529,-0.348518023882863,-0.143948719317973,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"Mer_GA_2022-7-26",17,31,12.8,30,1,0.05,0.1111,0.374964209422286,0.672896530403351,0.824611379417368,0.664388928419212,1.04795399260685,0.0684066396621932,0.20502825793784,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"Nickle_Rf_LA_2022-8-1",0.4,8.3,11.7,30.2,0.25,0,0,-1.35354712572657,-2.33235511901148,0.514695739782605,0.726508948860676,-1.62487651579118,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"OL_MI_SC_2022-5-31",32.404,35.61466667,10.84666667,28.36,0.764705882,0.157894737,0,1.97893942668934,1.28383197628516,0.274276335429322,0.155004760799207,0.209418929890844,0.96808617810234,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"Orrs_Cove_ME_2022-10-31",26.29,31.48,7.563,21.5,0.352941176,0,0.2,1.34230579397246,0.736443701844722,-0.650868806734677,-1.97571194034301,-1.25801742808029,-0.348518023882863,0.843383263658863,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"SaLa_GA_2022-10-5",2.646948278,23.8671,12.65197754,30.62636812,1,0,0,-1.11957871801475,-0.271427676209469,0.782907310898085,0.858938930510618,1.04795399260685,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"SaltBay_Canada_2022-9-27",21.3,30.5,1.81,20.34,0.333333333,0,0,0.82271112153916,0.606701560151923,-2.27172760202448,-2.3360080589035,-1.32789534937933,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"Sapelo_Is_GA_2022-7-17",20.8,32.2,12.4,29.7,1,0,0.0714,0.770647527106965,0.831764459006779,0.711914783186545,0.571208897757016,1.04795399260685,-0.348518023882863,-0.0800414127834724,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"SawIs_MA_2022-9-5",11.84,30.81,11.63,24.76,0.95,0,0.0556,-0.162332085117961,0.647742441707809,0.494973835442212,-0.963155607147144,0.869765292046985,-0.348518023882863,-0.193494833372811,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"SkR_GA_2022-6-14",21.53821623,29.82,11.056,30.054,1,0,0,0.847515907910932,0.516676400609982,0.333254219850981,0.681161333938407,1.04795399260685,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"TP_TX_2022-6-28",7,27,13.2,30.9,0.846153846,0,0,-0.666307679221604,0.143336768391928,0.93730797564819,0.9439290204058,0.499681067258984,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"UNCW_MS_NC_2023-7-17",21.73,34.4,10.83888889,28.72222222,0.944444444,0,0.4706,0.867485812750847,1.12302232811306,0.272085012098742,0.267511019352969,0.849966545956434,-0.348518023882863,2.78645260615728,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"CB_TX_2022-6-9",5.9,36.7,13.8,30.5,0.666666667,0,0,-0.780847586972432,1.42751919126963,1.10635286999442,0.819688979522872,-0.139970676604348,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"DC_DR_ME_2022-10-25",30.5,32.06,8.38,19.14,0.125,0,0.1429,1.78068125909154,0.813229867336379,-0.420686008933221,-2.70872818155228,-2.07034826719086,-0.348518023882863,0.433371218364482,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"DWS_CB_VA_2022-10-7",12.2,19.1,6.1,28.1,0.461538462,0,0.0556,-0.124846297126781,-0.902543761580632,-1.06305660744891,0.0742487342253047,-0.871001242546918,-0.348518023882863,-0.193494833372811,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"KP_FGR_FL_2022-8-23",27.85066428,35.97585067,14.559,29.279,0.947368421,0,0,1.50481337820993,1.33164910455575,1.32019466134241,0.440446254727734,0.860386939198373,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"Sister_Lk_LA_2022-8-9",3,18,13.2,30.7,0.388888889,0,0,-1.08281643467916,-1.04817269613377,0.93730797564819,0.881808999964336,-1.1299079027289,-0.348518023882863,-0.592735984307444,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
"SR_GB_NH_2022-8-12",5.9,28.6,7.2,24.2,0.9375,0,0.3333,-0.780847586972432,0.355160673196498,-0.753140967814148,-1.13709166438324,0.825218116907018,-0.348518023882863,1.80055674242841,-0.457012029604182,-1.25999660093834,-1.1785706185855,0.136368754666768,-1.26255949155703,-0.592735984307444,0.245846495230444,-0.412700981720066,-0.738208668813564,-0.221131962973857,-0.18891317433151,1.31460989189781
